Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifSortScore,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifClassificationPath,VerifError
0,,C. stigmaeus,21244,21257,6.87,2,,,,NoMatch,0.0,,,,,,,,
1,,Citharichthys sordidus,18184,18206,12.06,2,,,,Exact,9.41496,0,"Citharichthys sordidus (Girard, 1854)",Citharichthys sordidus,VM6Y,1,Catalogue of Life,Biota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Actinopterygii|Pleuronectiformes|Paralichthyidae|Citharichthys|Citharichthys sordidus,
2,,Citharichthys stigmaeus,67,90,12.37,2,,,,Exact,9.41496,0,"Citharichthys stigmaeus Jordan & Gilbert, 1882",Citharichthys stigmaeus,VM73,1,Catalogue of Life,Biota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Actinopterygii|Pleuronectiformes|Paralichthyidae|Citharichthys|Citharichthys stigmaeus,
3,,Lobos,19060,19066,2.47,1,,,,Exact,9.41286,0,Lobos Ihering 1917,Lobos,98018312,169,uBio NameBank,,
4,,Paralichthys,18712,18724,5.11,1,,,,Exact,9.41426,0,Paralichthys Girard 1858,Paralichthys,144564,205,Nomenclator Zoologicus,,
5,,Patricia,17883,17891,4.47,1,,,,Exact,9.41496,0,"Patricia Fox, 1940",Patricia,92JCS,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Lepidoptera|Papilionoidea|Nymphalidae|Danainae|Ithomiini|Patricia,
6,,Salmo salar,19275,19287,6.40,2,,,,Exact,9.41496,0,"Salmo salar Linnaeus, 1758",Salmo salar,6XCXT,1,Catalogue of Life,Biota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Actinopterygii|Salmoniformes|Salmonidae|Salmo|Salmo salar,
7,,Sonoma,19036,19042,4.84,1,,,,Exact,9.41496,0,"Sonoma Casey, 1886",Sonoma,9JBK5,1,Catalogue of Life,Biota|Animalia|Arthropoda|Insecta|Coleoptera|Staphylinoidea|Staphylinidae|Pselaphinae|Faronitae|Sonoma,
